Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"School enrollment, primary (% net)",SE.PRM.NENR,Indonesia,IDN,96.23255,95.32152,94.45806,93.25455,93.78734,93.61081,92.51603,92.46189,..,..,..,91.94318,91.32723,90.64128,89.73712,88.93075,91.79173,93.81578,93.13418,93.76106,94.22952,93.73808,92.85318,90.5756,90.00059,..,92.77266,94.09782,93.4963,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,"Iran, Islamic Rep.",IRN,91.44414,..,95.09933,..,..,..,..,91.55973,..,85.42788,86.13483,..,97.12907,96.04654,97.76144,95.32962,95.87482,95.12881,..,97.70461,96.5537,96.70394,97.93445,98.63946,99.52212,99.69128,99.70946,99.70291,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Iraq,IRQ,..,..,..,78.60533,..,..,76.13983,..,..,90.0423,88.89713,..,..,94.37695,92.99956,..,..,92.79598,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Ireland,IRL,89.36873,88.84745,87.95219,87.58849,87.64264,87.94268,88.80624,..,94.67116,94.72039,94.79352,94.63713,94.80837,94.8888,94.91075,94.81635,95.19238,95.33288,95.40736,95.46813,95.20748,97.52724,95.33033,95.2089,95.35688,95.75035,95.87164,95.78041,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Israel,ISR,..,..,..,..,..,..,..,..,..,97.50427,97.77894,98.24154,97.89682,98.01712,97.5958,97.47827,97.00818,97.24211,97.2073,96.90787,97.04351,96.69502,97.30131,96.88277,96.71318,97.20197,96.73324,97.01884,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Italy,ITA,..,..,..,..,..,97.06267,98.22957,99.13519,..,98.83035,98.4748,98.66252,98.59154,98.44817,98.64055,98.408,98.39118,98.43845,98.24087,97.61927,97.63938,97.18455,97.42164,97.81952,97.13266,96.56912,96.00704,95.65574,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Jamaica,JAM,97.36788,95.72525,..,92.6702,..,..,..,..,..,90.09004,91.57529,91.40376,91.06873,89.77681,91.53535,..,..,..,..,..,..,..,..,..,..,84.96535,84.05713,82.51691,81.0188,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Jordan,JOR,..,..,..,..,..,..,..,..,..,87.10463,87.77451,..,89.65828,90.93573,91.02632,89.88528,87.97299,85.20743,82.77949,..,80.7257,78.26942,75.45445,74.83179,..,..,76.75783,80.09353,80.8644,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,87.04573,89.51106,91.5917,92.01804,92.58491,91.09722,89.95021,89.51797,90.61103,89.48954,89.45954,87.95573,86.31897,86.15113,86.52115,86.31191,87.3628,86.24057,87.58681,86.85584,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Kenya,KEN,..,..,..,..,..,..,..,..,..,60.99233,63.70743,64.82191,59.55194,70.65569,68.99043,69.58856,68.69264,78.52198,74.7547,75.94578,..,..,79.96782,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Kiribati,KIR,..,99.72754,99.93898,98.85377,99.04853,98.29672,98.31647,99.11476,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.4324,95.76556,97.47591,94.69278,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.02788,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,"Korea, Rep.",KOR,99.77703,99.73981,99.57954,99.35196,99.00819,98.51563,98.24344,98.30431,97.72215,98.50236,99.06072,98.11869,97.73171,98.5255,98.19463,99.38856,99.40966,99.47129,99.50574,99.49475,98.38177,98.88635,97.84902,95.3693,95.818,97.98472,96.86178,97.25516,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Kuwait,KWT,..,..,46.99573,..,67.96727,..,89.25154,88.84661,88.52773,88.2934,85.39184,84.93984,88.94481,87.44694,88.25737,92.70689,..,91.54554,92.41341,..,92.3455,92.74123,92.59959,92.07642,92.17298,92.12953,90.61364,85.87088,82.63321,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Kyrgyz Republic,KGZ,..,..,..,..,..,..,92.24185,..,..,87.08193,86.23445,86.70752,86.56198,85.66637,90.15894,87.72328,88.89012,87.57056,87.41595,86.84836,87.3591,87.31801,89.62546,90.44162,89.78817,89.45166,89.36426,89.88762,89.85774,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Lao PDR,LAO,64.66251,..,57.91432,62.72608,66.45433,..,68.4371,70.95232,74.27794,74.94703,75.85907,75.377,76.5676,79.17625,79.84852,81.105,82.62215,85.23456,87.67267,89.97949,94.53585,94.33115,94.32175,96.23668,96.5434,94.89325,94.00376,92.48614,91.46712,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Latvia,LVA,..,..,..,..,..,..,..,..,..,96.83758,..,..,..,..,..,..,..,..,96.06032,96.75487,97.18449,97.30311,96.50816,96.11791,95.80158,95.83711,96.00429,96.30354,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Lesotho,LSO,65.08796,66.2798,66.34746,64.00362,64.91882,63.89581,64.10472,..,57.22832,54.28467,74.50071,76.2845,78.78223,81.61161,81.89118,83.75431,86.06502,84.60323,86.17053,86.82353,88.6368,88.93112,89.19998,86.3829,87.35942,88.60833,90.57671,93.31062,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Liberia,LBR,..,..,..,..,..,..,..,..,..,48.10395,..,..,..,..,..,..,36.08605,..,43.79097,40.55385,..,40.78992,..,..,38.38889,..,..,44.25563,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,94.48077,95.6222,90.54969,95.07177,95.179,93.49633,91.85695,93.53901,91.97499,91.08547,..,90.68654,94.30104,92.1204,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Lithuania,LTU,..,..,..,..,..,..,..,..,94.995,95.21247,95.59408,95.6725,95.3632,95.39212,95.2882,95.6621,96.12148,95.75565,95.10085,95.73237,96.32562,96.76184,97.34555,97.93533,98.15362,98.16962,98.28579,98.17529,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,96.15628,95.83488,95.97568,96.10443,94.91876,95.62663,96.25162,96.52911,96.62426,95.79417,..,92.73811,92.06646,92.96656,92.73666,93.34251,94.91362,95.5354,95.03083,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,"Macao SAR, China",MAC,90.26463,..,85.43809,..,..,..,..,..,..,87.2912,86.42739,84.10608,84.76173,84.80423,85.26329,85.43399,85.11616,86.13287,85.99752,84.4063,83.6919,84.496,85.45902,86.94722,90.71511,94.01933,96.7317,96.78639,96.39553,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Madagascar,MDG,64.25489,..,..,..,..,54.71095,56.91976,..,..,64.61754,66.15565,67.2899,68.00256,77.72212,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.60378,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Malawi,MWI,..,..,..,..,..,..,..,..,..,97.57352,..,..,..,..,97.70925,97.78176,97.1885,94.51593,97.24013,97.6489,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Malaysia,MYS,..,..,..,..,97.25382,..,..,..,95.78351,95.61761,98.41488,97.81452,96.5906,97.09317,99.37525,99.59294,95.4107,95.11282,95.06773,95.86919,96.23306,97.06133,98.54356,99.66427,99.8924,99.51663,99.82064,99.64564,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Maldives,MDV,..,..,..,..,..,..,..,93.6832,..,95.56774,96.65151,96.92281,97.14036,..,98.78049,97.25467,97.27222,96.66438,96.86625,..,..,..,..,..,..,96.13286,96.25735,95.4151,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Mali,MLI,..,..,..,..,..,..,..,..,..,44.04091,..,..,51.61313,51.5891,51.60521,56.65099,57.96729,60.112,..,63.68705,64.28644,64.87843,62.84672,58.63384,59.28886,55.64191,56.98024,61.27746,58.94142,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Malta,MLT,95.79924,95.92238,95.84772,96.16136,94.97511,95.91519,97.45467,98.34696,..,..,..,..,..,..,..,..,..,..,..,..,..,99.17215,99.75378,99.51045,98.90359,98.94416,98.46075,99.53764,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,96.30116,..,..,..,..,..,..,..,..,94.11373,..,..,..,72.45776,73.15121,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Mauritania,MRT,..,..,..,..,46.50189,52.80779,56.18374,..,59.85097,59.53931,60.0675,63.82603,63.36953,66.71767,74.01182,72.5486,75.21723,76.04504,72.67765,72.05813,72.37404,72.44657,71.15951,74.54884,76.29421,..,73.11291,77.82357,79.5744,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Mauritius,MUS,97.1773,92.62251,..,92.76294,93.73893,94.68318,96.98175,97.90364,95.79899,92.75756,93.22731,92.75219,94.33415,93.72392,94.39046,96.02008,96.03757,96.515,96.67636,96.5883,96.50869,96.47593,93.66061,96.03009,96.16563,96.13651,94.94084,95.80694,94.80512,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Mexico,MEX,98.37444,98.00907,98.24972,97.81289,97.01748,96.53171,96.06523,96.07538,96.73013,97.53816,97.67057,97.91024,97.5509,97.53576,97.66046,97.87734,98.05008,98.0127,98.08626,98.23304,98.0771,97.98488,97.92299,97.57591,96.79833,96.07343,95.69118,95.30064,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.23183,85.45699,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,89.1081,92.52591,91.36379,92.66273,92.37394,90.98955,87.78561,87.5708,87.71829,87.51561,87.59101,87.81111,87.92876,87.85464,87.14635,86.85478,86.88255,86.50643,86.31417,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Mongolia,MNG,..,..,..,..,..,81.0813,84.63128,85.10677,86.62669,88.13555,89.99969,91.19752,89.56013,82.57081,87.44803,87.92489,91.67262,88.994,87.73315,95.46461,97.30346,97.82805,97.19697,94.61869,94.62431,96.00155,97.82071,97.86929,97.69756,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,97.34278,..,97.91655,98.46237,96.1793,96.01762,..,..,90.77913,96.26782,..,..,93.97655,93.60274,95.71483,96.54847,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Morocco,MAR,56.02291,55.67112,56.17062,58.30964,60.944,63.7744,66.10001,67.70415,66.98136,71.79044,76.57579,80.44593,84.58196,85.84979,85.71852,86.73812,87.99563,89.26677,89.83254,89.52588,92.28772,93.22653,92.48523,93.19128,93.26164,..,94.61489,96.89422,99.09904,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Mozambique,MOZ,46.33302,44.54734,42.71635,41.55607,42.6137,44.85301,..,..,49.55438,53.23055,56.99608,61.50714,57.0399,..,70.21871,75.35226,79.21819,84.22039,87.58804,88.58317,89.83316,87.48614,87.73674,88.88743,89.91204,91.51459,90.76644,89.87354,93.92934,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,89.72516,90.8385,88.72686,90.53915,89.08456,88.82624,88.61108,88.95978,89.83805,88.9333,89.00709,..,..,..,96.1312,..,..,97.66256,97.93192,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Namibia,NAM,77.48139,..,80.40888,..,82.40323,83.30346,82.85373,84.27459,85.60605,86.30023,87.8042,89.44421,91.66939,92.03507,89.88161,90.36721,88.98242,90.53087,90.32156,90.98629,91.7836,..,95.22125,97.22695,..,..,..,97.34142,97.48892,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.47928,..,..,..,..,80.18363,..,95.86716,..,93.69858,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Nepal,NPL,..,..,..,..,..,..,..,..,..,65.86436,72.11046,..,..,79.86805,80.51963,..,..,..,..,..,..,99.14333,99.71319,..,98.79036,98.09886,98.18273,96.33409,..,96.2984,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Netherlands,NLD,95.82034,95.1169,94.15866,93.53313,98.9616,99.2071,99.38737,99.66541,..,99.35646,99.39074,99.34888,99.2999,98.80214,98.21145,98.11317,98.50395,99.32514,99.59125,99.79754,99.51312,99.22106,98.48654,..,..,96.42447,97.32553,98.64765,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,New Zealand,NZL,99.52082,98.98018,97.55025,..,97.15521,98.51207,98.97884,99.75817,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.69366,97.41885,97.66835,98.46686,99.11677,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Nicaragua,NIC,66.6239,69.14372,72.50935,73.33611,74.38078,72.81064,72.33616,..,..,78.42459,81.00897,84.02504,90.23787,..,92.62374,92.4662,95.88051,95.63359,96.43234,..,94.89265,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Niger,NER,22.9095,23.5063,21.42369,..,..,..,..,24.02891,24.37682,25.95656,26.82781,30.35208,33.80062,37.50722,40.98293,41.3199,42.0534,43.23786,47.23268,51.04844,54.06424,58.7165,60.38408,60.83162,60.13331,61.62795,63.57047,65.12458,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Nigeria,NGA,..,..,..,..,..,..,..,..,..,62.07012,65.08852,..,..,..,66.39932,66.85314,67.3432,70.31079,63.39998,64.34126,64.13783,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,North Macedonia,MKD,..,..,..,..,..,..,..,..,91.52067,91.29531,90.23202,89.27205,88.73456,87.65259,87.66253,87.6979,86.83579,85.95701,85.01817,85.18012,85.3765,..,84.49155,88.62747,89.23011,91.7157,..,94.8883,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Norway,NOR,99.73067,99.95669,99.6479,98.66806,98.39621,98.19121,98.26481,84.19146,99.7356,99.79454,99.70516,99.76034,99.72673,99.85574,99.3522,98.5115,98.59501,99.07673,99.26473,99.15568,99.08012,99.40241,99.68671,99.86067,99.82749,99.77225,99.80598,99.88251,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Oman,OMN,67.16301,68.2343,69.59741,72.95787,74.20158,75.65553,78.29453,79.0198,79.55151,81.18873,82.12433,83.19777,83.29087,81.82427,..,..,..,..,..,92.97839,..,95.44183,96.42745,94.2199,93.88526,94.06176,95.01142,93.28335,86.25355,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,55.29802,56.7235,61.68897,63.39651,60.78372,64.82106,64.9296,65.44091,65.98301,63.07016,62.69421,62.13369,65.75982,60.95668,65.41796,64.89623,67.5748,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.7551,94.91704,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Panama,PAN,86.60642,..,..,..,..,..,..,..,..,93.12762,94.87504,96.15982,98.30693,..,98.0224,97.56968,98.188,98.00928,97.00675,94.08748,95.62248,94.53537,93.93236,93.05661,90.58017,87.28892,..,86.23979,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.65048,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Paraguay,PRY,92.56517,94.48361,85.7437,95.5992,90.99687,90.71599,93.89767,..,..,95.51996,96.74098,96.50642,94.55333,93.86873,93.30224,93.95193,92.30766,90.56343,89.02356,87.97956,87.9171,87.7094,87.19751,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Peru,PER,..,..,..,90.02087,..,84.90604,84.5073,84.03117,94.87532,96.09633,96.78535,97.54243,97.50977,98.03598,96.721,96.58075,96.4861,96.36325,96.38973,95.95255,96.60304,96.50894,91.85927,93.73238,92.54948,92.73258,95.29,94.91894,95.65167,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Philippines,PHL,..,..,95.62759,94.67716,93.04913,..,95.75706,..,91.8589,88.98721,..,89.53385,89.63244,89.90912,89.35752,88.55488,86.79077,87.09612,88.12346,89.88861,..,..,..,..,95.36339,95.0759,94.36604,93.7756,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Poland,POL,..,..,..,..,..,..,..,..,..,96.92873,96.5775,96.31324,95.41977,94.48538,93.68903,93.08055,93.13525,93.21407,93.39226,94.08139,94.57285,94.67055,95.46034,96.00958,96.0052,..,..,95.78475,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Portugal,PRT,99.71056,98.83127,99.62446,99.7306,99.01193,99.47725,99.57584,..,..,..,97.01995,..,..,..,..,97.96037,97.76736,..,..,99.19486,99.31374,98.84927,98.94994,98.81486,98.39988,97.45382,96.73726,97.56411,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Puerto Rico (US),PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.70856,82.46105,83.28011,82.82558,82.69371,80.90491,76.27147,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Qatar,QAT,85.70748,81.15871,78.30968,77.18153,81.71496,..,..,..,93.43029,93.72663,96.05048,91.89571,92.51716,96.02781,91.13612,94.99625,88.84162,92.81665,..,91.41677,90.21337,93.40615,92.23312,88.63244,89.28562,91.73736,93.02649,93.54716,94.09431,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Romania,ROU,..,..,..,75.42095,83.35864,88.25397,89.609,89.62818,89.08227,86.68436,86.69312,90.88313,90.55197,94.07476,95.61926,95.07328,93.72721,93.68707,90.02463,90.98564,91.31441,91.10005,89.75932,..,..,86.27801,84.10588,82.22835,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Russian Federation,RUS,..,..,..,..,96.84388,93.30283,..,..,..,..,..,..,..,..,..,..,90.00407,90.42511,92.46538,94.06098,..,95.35339,96.25961,96.16903,94.3729,95.66588,96.73427,95.09612,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Rwanda,RWA,..,..,..,..,..,..,..,..,..,85.69036,..,..,81.17581,85.50278,..,..,..,..,..,..,..,..,..,..,..,..,98.84059,96.9315,94.78978,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Samoa,WSM,..,..,..,..,93.37603,..,..,..,93.33621,90.46345,89.34299,86.45276,..,..,..,..,..,98.36925,..,98.27358,95.36821,93.83626,94.79364,..,96.01723,95.93403,94.86556,94.46785,94.41308,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,San Marino,SMR,85.91451,89.47368,92.20679,93.5867,92.72,..,87.57764,88.70229,..,..,85.05826,..,..,..,93.89214,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Sao Tome and Principe,STP,92.81329,..,..,..,..,..,..,..,..,80.06161,..,..,93.93838,96.50664,96.43171,94.99835,..,89.65963,90.25838,90.90328,90.48221,..,..,88.50731,88.41147,87.94813,..,93.0763,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.37566,97.10889,97.10289,99.75876,97.73502,..,97.28258,96.5955,95.18623,94.5456,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Senegal,SEN,44.89651,..,44.35208,..,45.11194,..,49.56361,53.91847,56.60291,55.59791,58.41913,..,..,65.22677,63.67749,64.73078,66.88066,69.34496,70.19467,70.56057,71.57491,72.23795,74.27161,73.18084,73.74412,73.84804,73.53294,75.3821,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.70359,99.86248,98.34468,96.99485,94.22315,92.74722,95.70457,94.43076,94.79516,96.24177,96.30226,95.73023,95.17741,94.55098,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Seychelles,SYC,..,..,..,87.91142,90.87542,91.67187,92.07684,..,91.38503,..,84.72127,86.10395,93.42466,95.14437,95.34027,95.48517,..,..,..,..,..,..,..,95.25222,94.46217,94.64716,94.02944,92.02707,92.21011,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.57197,96.37658,..,95.11907,98.11179,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.69504,99.66959,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,88.10281,85.33072,83.61607,82.27864,83.00852,85.18724,86.94492,87.14783,85.7367,84.07748,83.26437,84.21212,84.54456,83.89503,82.57315,82.18406,83.09318,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Slovenia,SVN,..,..,..,..,..,92.8819,94.64365,95.33336,95.45708,94.5026,93.74958,94.28742,94.80335,95.93885,97.98136,97.42762,97.06657,97.9324,98.08463,98.15806,98.42773,98.54252,98.53409,98.33088,98.14499,98.02977,98.11903,98.26288,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.38095,79.90177,80.5969,..,..,..,..,..,70.554,70.22557,70.59233,72.40265,69.52108,67.47257,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,"Somalia, Fed. Rep.",SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,South Africa,ZAF,..,87.11419,..,..,89.11627,89.7386,..,..,85.72662,87.08276,85.94651,86.85367,87.57863,89.12303,89.06283,88.64586,..,..,..,..,..,..,..,..,..,84.35479,..,87.01258,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.387,..,..,..,35.20717,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Spain,ESP,99.22275,99.66298,99.65,99.98866,99.98101,99.95766,99.94339,99.93531,..,99.85712,99.81425,99.76442,99.82002,99.85653,99.73118,99.65855,99.71458,99.82284,99.82827,99.77222,99.71354,99.73417,99.69626,99.55937,99.47472,99.39278,98.78967,97.27171,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,99.72458,99.92302,99.61839,96.84556,97.19208,96.53303,96.14996,95.40908,93.07299,94.73654,94.87746,95.23607,96.37795,97.26222,98.91893,98.90304,99.09921,99.10711,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,92.68956,95.67879,95.6924,97.33724,..,94.4263,93.75983,..,94.39666,..,96.21426,95.96469,94.52123,..,93.7852,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,St. Lucia,LCA,97.30896,..,..,..,..,..,..,..,..,..,89.26997,90.22427,97.46535,95.94187,94.24963,91.79219,94.16778,93.2892,..,..,..,..,..,..,..,94.16119,94.85034,94.86626,95.39814,..,..,..,..,..
